Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
Amber Sellers,26,Customer Service,Customer Service Executive,0,Conflict Resolution,0.65,,
Cathy White,44,Engineering,Senior Engineer,8,"Systems Engineering, Java, Data Analysis, CAD Design",0.88,,
Dylan Wolfe,28,IT,IT Support,2,System Administration,0.54,,
Kristin Douglas,26,IT,IT Support,0,Python,0.84,,
James Simon,37,Operations,Logistics Coordinator,3,"Time Management, Data Analysis",0.83,,
Tiffany Norman,26,Customer Service,Customer Service Executive,2,Customer Relationship Management,0.72,,
Margaret Adkins,26,Logistics,Logistics Coordinator,2,"Communication, Warehouse Management",0.75,,
Christian Ibarra,25,Engineering,Junior Engineer,1,Electrical Engineering,0.89,,
Matthew York,37,Engineering,Engineer,4,"Data Analysis, Electrical Engineering",0.82,,
Carolyn Sawyer,34,Operations,Operations Manager,7,"Project Management, Risk Management, Teamwork, Data Analysis",0.83,,
Danielle Howard,38,Logistics,Logistics Coordinator,3,"Networking, Inventory Management",0.83,,
Amanda Wood,28,IT,IT Support,2,Communication,0.78,,
Janet Shannon,37,Engineering,Engineer,5,"Electrical Engineering, Systems Engineering, Machine Learning",0.68,,
David Underwood,47,Engineering,Senior Engineer,9,"Python, Systems Engineering, CAD Design",0.98,,
Ashley Wright,33,Engineering,Engineer,5,"Machine Learning, Data Analysis, Java",0.84,,
Aaron Fisher,25,Operations,Logistics Coordinator,2,"Data Analysis, Risk Management",0.77,,
Melissa Jackson,39,Engineering,Engineer,5,"Data Analysis, Systems Engineering",0.59,,
James Harmon,36,Engineering,Senior Engineer,7,"Data Analysis, Electrical Engineering, Java",0.83,,
Jason Hoover,29,Engineering,Junior Engineer,1,"Systems Engineering, Machine Learning",0.86,,
Jennifer Stout,29,Customer Service,Customer Service Executive,0,Teamwork,0.69,,
Cynthia Contreras,29,Customer Service,Customer Service Executive,0,"Communication, Customer Relationship Management",0.78,,
Dr. Donna Brown,25,Operations,Logistics Coordinator,1,"Data Analysis, Teamwork",0.85,,
Dr. Shawn Miller,31,Operations,Logistics Coordinator,3,"Time Management, Process Improvement",0.98,,
Tyler Johns,26,Logistics,Logistics Coordinator,2,Networking,0.51,,
Jenny Jones,28,Engineering,Junior Engineer,1,"Data Analysis, Java",0.77,,
Travis Harris,32,Operations,Logistics Coordinator,3,"Data Analysis, Teamwork, Process Improvement",0.54,,
Elizabeth Collins,34,Logistics,Logistics Coordinator,3,"Data Analysis, Inventory Management",0.73,,
Joseph Walker,26,IT,IT Support,0,"Python, Cloud Computing",0.68,,
Monica Davis,48,Engineering,Senior Engineer,6,"CAD Design, Electrical Engineering, Python",0.86,,
Vanessa Parsons,30,Operations,Logistics Coordinator,3,"Risk Management, Teamwork, Time Management",0.68,,
Amy Torres,54,Operations,Operations Manager,11,"Project Management, Risk Management, Data Analysis, Teamwork, Time Management, Process Improvement",0.89,,
Jason Mitchell,42,Engineering,Senior Engineer,6,"Systems Engineering, Python, Electrical Engineering",0.88,,
Angela Perez,26,Customer Service,Customer Service Executive,1,Problem Solving,0.66,,
Courtney Anderson,27,IT,IT Support,0,"Java, Cybersecurity",0.68,,
Christopher Reilly,42,Operations,Operations Manager,7,"Time Management, Project Management, Process Improvement",0.95,,
Kenneth Garcia,39,Engineering,Engineer,4,"Machine Learning, Data Analysis",0.66,,
Kathleen Shaw,26,Engineering,Junior Engineer,2,"Python, Electrical Engineering",0.7,,
Jessica Pennington,36,Customer Service,Customer Service Executive,3,"Conflict Resolution, Problem Solving, Teamwork",0.81,,
Robert Nguyen,34,Operations,Logistics Coordinator,3,"Process Improvement, Data Analysis",0.84,,
John Ellis,54,Operations,Operations Manager,13,"Risk Management, Project Management, Data Analysis, Teamwork, Time Management",0.51,,
Herbert Owens,25,IT,IT Support,1,Communication,0.59,,
Sara Flowers,30,Logistics,Logistics Coordinator,3,"Communication, Data Analysis",0.88,,
Anthony Beasley,29,Logistics,Logistics Coordinator,1,Inventory Management,0.75,,
Jennifer Lane,27,IT,IT Support,2,"Python, System Administration",0.99,,
Caleb Phillips,37,Engineering,Engineer,4,"Machine Learning, Java, Systems Engineering",1.0,,
Lisa Cook,41,Operations,Operations Manager,9,"Project Management, Process Improvement, Data Analysis, Teamwork",0.77,,
Joel Villarreal,32,Customer Service,Customer Service Executive,3,"Teamwork, Customer Relationship Management",0.89,,
Deanna Robinson,47,Operations,Operations Manager,11,"Teamwork, Data Analysis, Risk Management, Project Management",0.66,,
Sonia Thomas,41,Operations,Operations Manager,10,"Time Management, Data Analysis, Teamwork, Project Management, Process Improvement, Risk Management",0.79,,
Joseph Powell,26,IT,IT Support,0,"Java, Communication",0.62,,
Samuel Young,35,Engineering,Senior Engineer,6,"Machine Learning, CAD Design",0.94,,
Danny Washington,36,Operations,Logistics Coordinator,3,"Data Analysis, Time Management",0.65,,
Elizabeth Payne,49,Engineering,Senior Engineer,9,"Machine Learning, Python, CAD Design",0.89,,
Hannah Gray,28,Logistics,Logistics Coordinator,1,"Warehouse Management, Networking",0.77,,
Martin Novak,53,Operations,Operations Manager,12,"Time Management, Data Analysis, Process Improvement, Risk Management, Project Management, Teamwork",0.79,,
Colton Nelson,27,IT,IT Support,0,System Administration,0.58,,
Taylor Keller,41,Engineering,Senior Engineer,6,"Systems Engineering, Machine Learning",0.52,,
Richard Walker,29,IT,IT Support,1,"Python, Java",0.83,,
Kari Ford,36,Logistics,Logistics Coordinator,4,"Data Analysis, Inventory Management",0.7,,
Sarah Johnson,26,Customer Service,Customer Service Executive,1,Communication,0.87,,
Anna Wallace,34,Operations,Operations Manager,7,"Data Analysis, Time Management, Teamwork",0.81,,
Tracy Taylor,44,Operations,Operations Manager,12,"Teamwork, Data Analysis, Time Management, Project Management, Process Improvement",0.57,,
Richard Jackson,36,Engineering,Engineer,4,"Electrical Engineering, Machine Learning",0.99,,
Mary Travis,51,Operations,Operations Manager,11,"Data Analysis, Risk Management, Process Improvement, Project Management",0.86,,
Whitney Jones,38,Engineering,Engineer,3,"Python, Machine Learning",0.61,,
Jeffrey Shepherd,55,Operations,Operations Manager,10,"Project Management, Time Management, Teamwork, Risk Management, Process Improvement, Data Analysis",0.77,,
Christina Gilmore,28,Engineering,Junior Engineer,2,"Python, CAD Design",0.71,,
Todd Skinner,43,Engineering,Senior Engineer,6,"Python, CAD Design, Java",0.92,,
Kristen Mccarty,47,Operations,Operations Manager,8,"Teamwork, Data Analysis, Time Management",0.66,,
Brandon Gomez,25,Engineering,Junior Engineer,2,"Machine Learning, CAD Design",0.8,,
Sandra Hoffman,29,IT,IT Support,0,Networking,0.54,,
Amy Fernandez,54,Operations,Operations Manager,12,"Project Management, Process Improvement, Time Management, Teamwork, Data Analysis, Risk Management",0.81,,
Jennifer Russo,35,Operations,Logistics Coordinator,4,"Time Management, Process Improvement, Risk Management",0.97,,
Gene Hall,41,Operations,Operations Manager,12,"Time Management, Process Improvement, Data Analysis, Project Management, Risk Management",0.68,,
Kimberly Fowler,44,Operations,Operations Manager,8,"Time Management, Risk Management, Project Management",1.0,,
Stephanie Morris,28,Customer Service,Customer Service Executive,2,Problem Solving,0.89,,
Antonio Hayes,40,Operations,Operations Manager,8,"Risk Management, Time Management, Process Improvement, Teamwork",0.67,,
Debbie Taylor PhD,39,Logistics,Logistics Coordinator,3,"Inventory Management, Networking, Communication",0.86,,
Bob Wallace,25,Customer Service,Customer Service Executive,0,"Customer Relationship Management, Conflict Resolution",0.52,,
Jonathan Arnold,29,Operations,Logistics Coordinator,1,Data Analysis,0.65,,
William Lester,38,Operations,Logistics Coordinator,3,"Risk Management, Data Analysis",0.53,,
Angelica Greer,29,Engineering,Junior Engineer,2,Systems Engineering,0.52,,
Mr. Dennis Robinson,36,Operations,Logistics Coordinator,3,"Data Analysis, Time Management, Process Improvement",0.73,,
Wendy Gomez,43,Engineering,Senior Engineer,7,"Machine Learning, Data Analysis, Electrical Engineering",0.98,,
Mary Beltran MD,47,Operations,Operations Manager,12,"Risk Management, Project Management, Data Analysis, Time Management",0.8,,
Mary Sparks,51,Operations,Operations Manager,13,"Risk Management, Teamwork, Process Improvement, Time Management, Data Analysis, Project Management",0.85,,
Stephen Oconnor,36,Customer Service,Customer Service Executive,3,"Teamwork, Conflict Resolution, Customer Relationship Management",0.94,,
Brian Harvey,28,Customer Service,Customer Service Executive,1,Communication,0.62,,
Laura Gibson,37,Logistics,Logistics Coordinator,4,"Warehouse Management, Data Analysis, Supply Chain Management",0.81,,
Aaron Patrick,29,IT,IT Support,0,"System Administration, Java",0.76,,
Brian Williams,32,Engineering,Senior Engineer,6,"Systems Engineering, CAD Design, Machine Learning",0.51,,
Nancy Patterson,48,Engineering,Senior Engineer,7,"Python, CAD Design, Java, Data Analysis",0.55,,
Jerry Francis,35,Engineering,Senior Engineer,6,"Systems Engineering, Electrical Engineering",0.77,,
Rebecca Brooks,28,Operations,Logistics Coordinator,1,"Data Analysis, Time Management",0.52,,
Brittany Blair,40,Operations,Operations Manager,12,"Teamwork, Data Analysis, Risk Management, Project Management, Time Management, Process Improvement",0.84,,
Michelle Combs,43,Engineering,Senior Engineer,8,"Data Analysis, Java, Python",0.79,,
Christopher Mcconnell,26,Logistics,Logistics Coordinator,2,Warehouse Management,0.53,,
Jennifer Lewis,28,IT,IT Support,0,Cloud Computing,0.97,,
Max Hernandez,32,Engineering,Engineer,3,"Java, Electrical Engineering, Data Analysis",0.71,,
Matthew Hendricks,28,IT,IT Support,1,Java,0.75,,
Tony Taylor Jr.,25,Customer Service,Customer Service Executive,0,"Customer Relationship Management, Problem Solving",0.57,,
Meghan Lee,42,Operations,Operations Manager,10,"Time Management, Teamwork, Process Improvement, Risk Management",0.85,,
Erik Guerra,39,Engineering,Engineer,5,"Electrical Engineering, Machine Learning",0.91,,
Gregory West,27,Engineering,Junior Engineer,1,"Machine Learning, Python",1.0,,
Tonya Holder,35,Engineering,Engineer,5,"Java, Electrical Engineering",0.65,,
Kristen Anderson,30,Operations,Logistics Coordinator,4,"Data Analysis, Time Management, Risk Management",0.96,,
Matthew Aguilar,30,Logistics,Logistics Coordinator,4,"Communication, Warehouse Management, Supply Chain Management",0.74,,
Wanda Wright,26,Engineering,Junior Engineer,1,"Java, Electrical Engineering",0.87,,
Cynthia Nixon,49,Engineering,Senior Engineer,6,"Java, CAD Design",0.79,,
Pamela Diaz,26,Engineering,Junior Engineer,1,"Java, CAD Design",0.82,,
Vicki Bennett,46,Operations,Operations Manager,11,"Time Management, Project Management, Process Improvement, Teamwork, Risk Management",0.94,,
James Mann,26,Customer Service,Customer Service Executive,2,Teamwork,0.52,,
Courtney Powell,26,Engineering,Junior Engineer,2,Data Analysis,0.57,,
Samantha Richardson,34,Operations,Logistics Coordinator,4,"Data Analysis, Risk Management, Teamwork",0.65,,
Shane Elliott,27,Engineering,Junior Engineer,2,Machine Learning,0.75,,
Carrie Cox,41,Operations,Operations Manager,11,"Risk Management, Teamwork, Project Management, Process Improvement",0.8,,
Daniel Cruz,25,Engineering,Junior Engineer,1,"Data Analysis, Python",0.73,,
Carol Chan,33,Logistics,Logistics Coordinator,3,"Communication, Warehouse Management, Networking",0.82,,
Michael Ward,55,Operations,Operations Manager,14,"Process Improvement, Project Management, Time Management, Data Analysis",0.51,,
Michelle Lopez,38,Operations,Logistics Coordinator,3,"Data Analysis, Project Management",0.55,,
Joy Warren,41,Operations,Operations Manager,9,"Time Management, Process Improvement, Risk Management, Teamwork",0.75,,
Gina Taylor,52,Operations,Operations Manager,14,"Time Management, Teamwork, Project Management, Process Improvement",0.55,,
Taylor Gray,36,Engineering,Senior Engineer,7,"Machine Learning, Python, Data Analysis",0.75,,
Ethan Martin,32,Logistics,Logistics Coordinator,3,"Supply Chain Management, Communication, Warehouse Management",0.59,,
Christopher Thompson,42,Engineering,Senior Engineer,7,"Python, Data Analysis, Machine Learning",0.75,,
Michael Ingram,42,Operations,Operations Manager,11,"Data Analysis, Risk Management, Project Management, Teamwork, Time Management",0.56,,
Kathryn Thomas,27,IT,IT Support,0,Java,0.73,,
Emily Valdez PhD,32,Logistics,Logistics Coordinator,4,"Data Analysis, Supply Chain Management, Communication",0.97,,
Mrs. Laura Campbell,25,Logistics,Logistics Coordinator,1,Data Analysis,0.82,,
Alexander Malone,29,Operations,Logistics Coordinator,1,"Risk Management, Process Improvement",0.61,,
Joseph Key,31,Engineering,Senior Engineer,6,"CAD Design, Machine Learning, Python",0.67,,
Jennifer Hill,39,Engineering,Senior Engineer,7,"Python, Machine Learning, Java",0.94,,
Angela Jones,48,Operations,Operations Manager,8,"Time Management, Teamwork, Risk Management",0.7,,
Lindsey Fuller,25,Customer Service,Customer Service Executive,1,Conflict Resolution,0.65,,
Shelly Smith,31,Engineering,Engineer,3,"Electrical Engineering, Data Analysis",0.52,,
Robert Jordan,40,Operations,Operations Manager,7,"Process Improvement, Data Analysis, Risk Management",0.75,,
Dale Reyes,46,Operations,Operations Manager,9,"Time Management, Data Analysis, Teamwork, Project Management",0.66,,
Daniel Henderson,30,Operations,Operations Manager,7,"Data Analysis, Teamwork, Time Management, Project Management",0.82,,
Mr. Zachary Green,27,IT,IT Support,1,Java,0.73,,
Mary Bell,40,Operations,Operations Manager,10,"Project Management, Risk Management, Teamwork, Process Improvement, Time Management",0.8,,
Richard Garrett,31,Engineering,Senior Engineer,6,"Systems Engineering, Electrical Engineering, Java",0.94,,
Shannon Wiley,35,Operations,Operations Manager,7,"Data Analysis, Time Management, Process Improvement, Teamwork",0.92,,
Brandon Taylor,46,Engineering,Senior Engineer,9,"Data Analysis, Machine Learning, Systems Engineering, CAD Design",0.58,,
Amanda Wright,34,Customer Service,Customer Service Executive,3,"Communication, Teamwork, Problem Solving",0.89,,
Michelle Mcdonald,27,IT,IT Support,2,Java,0.85,,
Richard Quinn,49,Operations,Operations Manager,10,"Project Management, Risk Management, Teamwork, Process Improvement, Time Management, Data Analysis",0.71,,
Jeremy Kelly,36,Engineering,Senior Engineer,6,"Data Analysis, Java",0.98,,
Angela Wong,37,Operations,Logistics Coordinator,3,"Risk Management, Project Management, Process Improvement",0.67,,
Cathy Sanchez,53,Operations,Operations Manager,12,"Teamwork, Process Improvement, Data Analysis, Project Management, Time Management, Risk Management",0.86,,
Beth Ayers,35,Logistics,Logistics Coordinator,3,"Communication, Data Analysis, Networking",0.73,,
Malik Berry,25,Engineering,Junior Engineer,1,"CAD Design, Machine Learning",0.57,,
Amy Hill,39,Engineering,Senior Engineer,7,"CAD Design, Java, Machine Learning",0.66,,
Chad Patrick,48,Operations,Operations Manager,12,"Time Management, Teamwork, Process Improvement, Data Analysis",0.92,,
Jason Larson,32,Logistics,Logistics Coordinator,4,"Inventory Management, Data Analysis, Networking",0.82,,
Joel Smith,31,Engineering,Engineer,3,"CAD Design, Systems Engineering",0.68,,
Ray Smith,29,Customer Service,Customer Service Executive,2,"Customer Relationship Management, Problem Solving",0.9,,
Jenna Henderson,35,Operations,Operations Manager,7,"Time Management, Teamwork, Process Improvement, Risk Management",0.59,,
Chad Gordon,36,Engineering,Engineer,5,"Machine Learning, Electrical Engineering, Data Analysis",0.96,,
Jessica Daniels,25,Customer Service,Customer Service Executive,2,Communication,0.54,,
Emily Washington,26,Customer Service,Customer Service Executive,1,"Communication, Problem Solving",0.64,,
Robert Collins,42,Operations,Operations Manager,12,"Teamwork, Process Improvement, Risk Management, Time Management, Project Management, Data Analysis",0.55,,
Donald Campbell,47,Engineering,Senior Engineer,9,"CAD Design, Systems Engineering, Machine Learning, Electrical Engineering",0.57,,
Steven Padilla,26,IT,IT Support,1,"Cybersecurity, Communication",0.82,,
Sharon Hernandez,38,Engineering,Senior Engineer,6,"Python, CAD Design",0.98,,
Charles Page,39,Operations,Logistics Coordinator,4,"Teamwork, Data Analysis",0.92,,
Megan Ramirez,37,Logistics,Logistics Coordinator,4,"Networking, Supply Chain Management, Data Analysis",0.73,,
Wanda Davis,49,Operations,Operations Manager,12,"Data Analysis, Project Management, Process Improvement, Time Management, Risk Management, Teamwork",0.53,,
John Peck,48,Operations,Operations Manager,11,"Project Management, Time Management, Risk Management, Data Analysis, Process Improvement",0.77,,
Denise Vargas,47,Operations,Operations Manager,8,"Time Management, Risk Management, Data Analysis",0.77,,
Sarah Ross,45,Operations,Operations Manager,10,"Project Management, Time Management, Teamwork, Data Analysis",0.98,,
Brandon Allen,51,Operations,Operations Manager,11,"Time Management, Risk Management, Teamwork, Process Improvement, Data Analysis, Project Management",0.96,,
Elizabeth Gill,34,Operations,Operations Manager,7,"Risk Management, Project Management, Teamwork, Time Management",0.67,,
Jordan Mccullough,51,Operations,Operations Manager,11,"Risk Management, Process Improvement, Data Analysis, Project Management, Teamwork, Time Management",0.72,,
Jennifer Mclaughlin,27,Engineering,Junior Engineer,0,"Java, Data Analysis",0.75,,
Linda Doyle,47,Operations,Operations Manager,10,"Process Improvement, Time Management, Risk Management, Data Analysis",0.56,,
Kathy Rivera,25,IT,IT Support,2,System Administration,0.52,,
Tina Munoz,50,Operations,Operations Manager,12,"Process Improvement, Time Management, Risk Management, Teamwork, Project Management, Data Analysis",0.64,,
Kimberly Wood,27,Logistics,Logistics Coordinator,2,"Supply Chain Management, Networking",0.96,,
Joanna Smith,49,Engineering,Senior Engineer,6,"Python, CAD Design, Java",0.74,,
John Hickman,35,Operations,Logistics Coordinator,3,"Risk Management, Time Management",0.9,,
Joseph Cooper,28,Operations,Logistics Coordinator,2,Time Management,0.82,,
Jerry Ford,31,Operations,Operations Manager,7,"Data Analysis, Project Management, Process Improvement, Teamwork",0.58,,
Dana Casey,31,Logistics,Logistics Coordinator,3,"Communication, Supply Chain Management, Networking",0.9,,
Vickie Nelson,33,Operations,Logistics Coordinator,3,"Process Improvement, Project Management",0.79,,
Heather Cruz,44,Operations,Operations Manager,10,"Teamwork, Project Management, Risk Management, Data Analysis, Time Management",0.68,,
Jane Brown,38,Engineering,Engineer,5,"Systems Engineering, CAD Design, Electrical Engineering",0.88,,
Mary Young,33,Logistics,Logistics Coordinator,4,"Data Analysis, Inventory Management",0.7,,
Dr. Robin Villanueva,34,Engineering,Engineer,3,"CAD Design, Java, Python",0.77,,
Jessica Reynolds,40,Operations,Operations Manager,12,"Teamwork, Process Improvement, Risk Management, Data Analysis, Time Management, Project Management",0.53,,
John Patel,37,Operations,Logistics Coordinator,4,"Risk Management, Process Improvement, Teamwork",0.65,,
Luis Flores,39,Engineering,Senior Engineer,7,"Data Analysis, Systems Engineering, Machine Learning, CAD Design",0.69,,
Patrick Francis,27,Engineering,Junior Engineer,1,Java,0.76,,
Haley Patel,29,Customer Service,Customer Service Executive,2,Customer Relationship Management,0.72,,
Mary Miller,33,Engineering,Engineer,4,"Data Analysis, Systems Engineering",0.5,,
Kristina Morgan,35,Engineering,Senior Engineer,6,"Machine Learning, Python",0.9,,
Cathy Hall,50,Operations,Operations Manager,12,"Time Management, Project Management, Risk Management, Teamwork, Process Improvement, Data Analysis",0.84,,
Christopher Hill,49,Operations,Operations Manager,10,"Teamwork, Risk Management, Process Improvement, Data Analysis, Time Management, Project Management",0.88,,
Melanie Johnson,27,Engineering,Junior Engineer,2,"Python, Electrical Engineering",0.55,,
Catherine Smith,31,Engineering,Senior Engineer,6,"Electrical Engineering, Python",0.74,,
Megan Gill,43,Operations,Operations Manager,12,"Risk Management, Project Management, Data Analysis, Process Improvement, Time Management",0.53,,
Joseph Simpson,26,Logistics,Logistics Coordinator,2,"Warehouse Management, Communication",0.6,,
Scott Garcia,25,IT,IT Support,0,"Python, Cybersecurity",0.56,,
Brandon Fuller,25,Engineering,Junior Engineer,0,"CAD Design, Systems Engineering",0.97,,
Brian Young,32,Engineering,Engineer,4,"Machine Learning, Java, Python",0.94,,
Garrett Nelson,47,Operations,Operations Manager,9,"Data Analysis, Teamwork, Risk Management",0.78,,
Danny Collier,36,Operations,Logistics Coordinator,3,"Data Analysis, Time Management, Process Improvement",0.7,,
Rachael Potter,35,Logistics,Logistics Coordinator,3,"Inventory Management, Data Analysis",0.92,,
Danielle Vazquez,28,Logistics,Logistics Coordinator,2,Warehouse Management,0.5,,
Adam Hutchinson,48,Operations,Operations Manager,11,"Process Improvement, Time Management, Risk Management, Project Management, Data Analysis, Teamwork",0.64,,
Christine Mercer,47,Engineering,Senior Engineer,6,"Data Analysis, Systems Engineering",0.87,,
Ashley Phillips,41,Operations,Operations Manager,9,"Risk Management, Time Management, Process Improvement",0.92,,
Carrie Taylor,29,Engineering,Junior Engineer,0,"Systems Engineering, Electrical Engineering",0.68,,
Ronald Hall,34,Engineering,Engineer,3,"Python, Systems Engineering",0.54,,
Morgan White,31,Engineering,Senior Engineer,7,"Machine Learning, Data Analysis, Python",0.65,,
Edward Stewart,44,Operations,Operations Manager,11,"Risk Management, Time Management, Data Analysis, Project Management, Teamwork",0.75,,
Frank Anderson,29,Operations,Logistics Coordinator,2,"Risk Management, Project Management",0.67,,
Ronald Berry,40,Operations,Operations Manager,10,"Risk Management, Data Analysis, Time Management, Process Improvement, Project Management, Teamwork",0.57,,
Timothy Stephens,28,IT,IT Support,1,"Communication, Cybersecurity",0.56,,
Donna Farmer,38,Operations,Operations Manager,7,"Teamwork, Project Management, Data Analysis",0.98,,
Lauren Smith,54,Operations,Operations Manager,10,"Time Management, Risk Management, Teamwork, Project Management, Data Analysis, Process Improvement",0.61,,
Matthew Hanson,25,Customer Service,Customer Service Executive,2,Conflict Resolution,0.63,,
Jacob Washington,25,Engineering,Junior Engineer,0,CAD Design,0.92,,
Derek Sweeney,39,Logistics,Logistics Coordinator,3,"Data Analysis, Networking",0.72,,
Lisa White,51,Operations,Operations Manager,10,"Data Analysis, Risk Management, Project Management, Process Improvement, Time Management, Teamwork",0.68,,
Julie Bowers,39,Engineering,Senior Engineer,6,"Electrical Engineering, Machine Learning, Java",0.66,,
Monique Diaz,48,Engineering,Senior Engineer,6,"Machine Learning, Java",0.72,,
Edward Mcknight,38,Customer Service,Customer Service Executive,3,"Communication, Conflict Resolution",0.54,,
Brandon Mills,30,Logistics,Logistics Coordinator,4,"Networking, Data Analysis",0.98,,
Joel Peterson,27,IT,IT Support,2,"Networking, System Administration",0.82,,
Kenneth Higgins,25,Engineering,Junior Engineer,2,"Machine Learning, Electrical Engineering",0.63,,
Bailey Cox,25,IT,IT Support,0,"Cybersecurity, Java",0.67,,
Jessica Graham,26,Customer Service,Customer Service Executive,1,Customer Relationship Management,0.98,,
Rebecca Perez,44,Operations,Operations Manager,7,"Teamwork, Time Management, Data Analysis",0.71,,
Lauren Best,34,Engineering,Senior Engineer,6,"Java, Electrical Engineering, Python",0.78,,
Anthony Campbell,42,Operations,Operations Manager,10,"Project Management, Teamwork, Risk Management, Process Improvement, Data Analysis, Time Management",0.61,,
John Gibson,28,Operations,Logistics Coordinator,1,Risk Management,1.0,,
Kristin Fuller DDS,35,Customer Service,Customer Service Executive,3,"Teamwork, Conflict Resolution",0.73,,
Michael Sullivan,28,Customer Service,Customer Service Executive,1,"Customer Relationship Management, Conflict Resolution",0.97,,
Krista Le,33,Engineering,Senior Engineer,6,"Electrical Engineering, CAD Design, Systems Engineering",0.73,,
Rebecca Mcdaniel,25,Operations,Logistics Coordinator,2,Risk Management,0.88,,
Cheryl Bailey,43,Engineering,Senior Engineer,7,"Systems Engineering, Data Analysis, Electrical Engineering, Machine Learning",0.91,,
Dr. Kimberly Cunningham,35,Engineering,Engineer,5,"Systems Engineering, Machine Learning, CAD Design",0.99,,
William Nunez,37,Operations,Operations Manager,7,"Data Analysis, Project Management, Time Management",0.89,,
Dr. Richard Rowe,29,Operations,Logistics Coordinator,1,Teamwork,0.71,,
Jason Smith,27,Engineering,Junior Engineer,2,"Systems Engineering, Machine Learning",0.92,,
Jocelyn Herrera,30,Operations,Logistics Coordinator,3,"Time Management, Teamwork, Process Improvement",0.86,,
Tracy Smith,33,Operations,Operations Manager,7,"Data Analysis, Process Improvement, Time Management",0.53,,
Tracy Perry,27,Operations,Logistics Coordinator,2,"Time Management, Risk Management",0.84,,
Andre Brown,30,Engineering,Senior Engineer,7,"Python, Machine Learning, CAD Design, Electrical Engineering",0.54,,
Daniel Graham,29,Engineering,Junior Engineer,2,CAD Design,0.57,,
Tracey Perez,38,Customer Service,Customer Service Executive,3,"Communication, Conflict Resolution",0.91,,
Laurie Jimenez,50,Operations,Operations Manager,10,"Teamwork, Process Improvement, Risk Management, Data Analysis, Project Management",0.83,,
Catherine Duarte,29,Logistics,Logistics Coordinator,1,Inventory Management,0.73,,
Jared Smith Jr.,33,Logistics,Logistics Coordinator,3,"Data Analysis, Supply Chain Management",0.66,,
Crystal Quinn,25,Operations,Logistics Coordinator,1,Time Management,0.5,,
Michael Hines,44,Engineering,Senior Engineer,6,"CAD Design, Machine Learning",0.81,,
Richard Taylor,29,Engineering,Junior Engineer,1,"Java, Machine Learning",0.98,,
Lisa Savage,42,Operations,Operations Manager,8,"Risk Management, Time Management, Project Management, Process Improvement",0.85,,
Emily Prince,38,Engineering,Engineer,3,"CAD Design, Python",0.65,,
Jessica Gutierrez,31,Operations,Operations Manager,7,"Time Management, Risk Management, Process Improvement, Teamwork",0.56,,
Jenna Hancock,29,Operations,Logistics Coordinator,1,"Risk Management, Teamwork",0.69,,
Andrew Rodgers,52,Operations,Operations Manager,11,"Data Analysis, Process Improvement, Risk Management, Project Management",0.65,,
Martin Snyder,28,Engineering,Junior Engineer,0,"Systems Engineering, Data Analysis",0.56,,
Jacob Rivera,46,Operations,Operations Manager,10,"Process Improvement, Project Management, Time Management, Data Analysis, Risk Management, Teamwork",0.83,,
John Leon,28,Engineering,Junior Engineer,2,CAD Design,0.71,,
Timothy Campbell,43,Operations,Operations Manager,12,"Risk Management, Data Analysis, Teamwork, Project Management, Process Improvement, Time Management",0.52,,
Dawn Gross,26,Logistics,Logistics Coordinator,1,Networking,0.94,,
Aaron Cabrera,25,IT,IT Support,2,"Cloud Computing, Communication",0.64,,
Erik Mcbride,32,Customer Service,Customer Service Executive,3,"Problem Solving, Teamwork, Customer Relationship Management",0.76,,
Deanna Mann,44,Engineering,Senior Engineer,8,"Systems Engineering, Python, Java",0.85,,
Laura Smith,50,Operations,Operations Manager,11,"Process Improvement, Data Analysis, Risk Management, Time Management, Project Management, Teamwork",0.64,,
Michael Thomas,49,Operations,Operations Manager,11,"Project Management, Risk Management, Teamwork, Process Improvement, Data Analysis",0.94,,
John Gray,46,Engineering,Senior Engineer,9,"Electrical Engineering, Systems Engineering, CAD Design",0.94,,
Adam Turner,29,Engineering,Junior Engineer,2,"Machine Learning, Systems Engineering",0.63,,
Michael Alexander,29,Engineering,Junior Engineer,0,"Electrical Engineering, Data Analysis",0.67,,
John Kelley,48,Engineering,Senior Engineer,8,"Python, Data Analysis, CAD Design",0.79,,
Sarah Smith,33,Engineering,Engineer,3,"Electrical Engineering, Python, Machine Learning",0.68,,
John Shannon,26,Engineering,Junior Engineer,2,"CAD Design, Data Analysis",0.6,,
Michael Ferguson,49,Operations,Operations Manager,9,"Process Improvement, Risk Management, Time Management",0.71,,
Kenneth Gregory,40,Engineering,Senior Engineer,8,"Python, Data Analysis, Electrical Engineering, CAD Design",0.57,,
Adam Morales,25,IT,IT Support,1,System Administration,0.66,,
Amber Roberts,36,Logistics,Logistics Coordinator,4,"Inventory Management, Supply Chain Management, Communication",0.56,,
Natalie Cummings,44,Operations,Operations Manager,9,"Project Management, Data Analysis, Time Management",0.89,,
David Petersen,25,Engineering,Junior Engineer,1,"Data Analysis, Python",0.9,,
Stephen Harris,33,Operations,Logistics Coordinator,3,"Process Improvement, Risk Management",0.5,,
Erika Dominguez,47,Operations,Operations Manager,11,"Project Management, Teamwork, Process Improvement, Risk Management, Data Analysis, Time Management",0.93,,
