Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
Kenneth Alexander,45,Engineering,Senior Engineer,6,"CAD Design, Machine Learning",0.98,,
Ruben Thompson,42,Operations,Operations Manager,9,"Risk Management, Data Analysis, Time Management, Project Management",0.66,,
Todd Burton,30,Engineering,Senior Engineer,7,"Electrical Engineering, Data Analysis, Python",0.54,,
Joseph Rivas,26,Operations,Logistics Coordinator,2,Project Management,0.56,,
Ariana Smith,47,Engineering,Senior Engineer,9,"Python, CAD Design, Data Analysis, Java",0.89,,
David Taylor,40,Operations,Operations Manager,9,"Teamwork, Time Management, Data Analysis",0.92,,
Mary Thomas,27,Logistics,Logistics Coordinator,2,"Networking, Inventory Management",0.86,,
Michael Guzman,45,Engineering,Senior Engineer,6,"Electrical Engineering, CAD Design",0.83,,
Kevin Johnson,27,IT,IT Support,2,"Communication, System Administration",0.75,,
Suzanne Kirk,54,Operations,Operations Manager,11,"Project Management, Data Analysis, Process Improvement, Time Management",0.79,,
Gregory Stevenson,31,Operations,Logistics Coordinator,4,"Teamwork, Risk Management, Time Management",0.55,,
Anna Boyd,31,Engineering,Engineer,5,"Data Analysis, Java",0.59,,
Jeffrey Schwartz,27,Customer Service,Customer Service Executive,2,Customer Relationship Management,0.71,,
Thomas Chang,39,Engineering,Engineer,3,"CAD Design, Data Analysis, Machine Learning",0.71,,
Sharon Kent,41,Operations,Operations Manager,9,"Data Analysis, Project Management, Teamwork, Process Improvement",0.9,,
Daniel Cooper,40,Operations,Operations Manager,9,"Teamwork, Data Analysis, Project Management, Risk Management",0.62,,
Michael Hancock,45,Operations,Operations Manager,8,"Process Improvement, Time Management, Project Management, Teamwork",0.52,,
Anita Contreras,31,Operations,Logistics Coordinator,4,"Project Management, Teamwork",0.86,,
Sara Soto,32,Customer Service,Customer Service Executive,3,"Conflict Resolution, Customer Relationship Management",0.51,,
Krista Hart,47,Operations,Operations Manager,10,"Risk Management, Project Management, Time Management, Data Analysis",0.95,,
Caitlin Humphrey,35,Operations,Logistics Coordinator,4,"Risk Management, Process Improvement",0.96,,
Brandi Torres,31,Engineering,Engineer,5,"Data Analysis, Electrical Engineering",0.97,,
Matthew Anderson,45,Operations,Operations Manager,10,"Process Improvement, Risk Management, Teamwork, Time Management, Data Analysis",0.67,,
Reginald Mayer,35,Logistics,Logistics Coordinator,4,"Supply Chain Management, Data Analysis, Networking",0.87,,
Sally Gonzalez,25,Engineering,Junior Engineer,1,Java,0.58,,
Brooke Brown,46,Operations,Operations Manager,12,"Risk Management, Teamwork, Project Management, Process Improvement",0.58,,
Ricky Gibbs,41,Engineering,Senior Engineer,8,"Systems Engineering, CAD Design, Data Analysis",0.78,,
Beth Poole,36,Logistics,Logistics Coordinator,4,"Warehouse Management, Data Analysis, Communication",0.84,,
Phillip Brewer,37,Engineering,Engineer,4,"Machine Learning, Electrical Engineering, CAD Design",0.79,,
Larry Vazquez,26,Operations,Logistics Coordinator,2,Risk Management,0.53,,
Melissa Hodge,28,Customer Service,Customer Service Executive,0,"Customer Relationship Management, Problem Solving",0.54,,
Lauren Welch,48,Engineering,Senior Engineer,6,"Data Analysis, Python, Machine Learning",0.65,,
Brady King,26,Customer Service,Customer Service Executive,1,"Teamwork, Customer Relationship Management",0.66,,
Ana Thompson,26,IT,IT Support,2,Communication,0.81,,
Dale Barber,27,IT,IT Support,2,Communication,0.58,,
John Shaffer,27,Logistics,Logistics Coordinator,1,"Supply Chain Management, Networking",0.58,,
James Henry,29,IT,IT Support,2,Java,0.98,,
Jose Martin,29,Customer Service,Customer Service Executive,0,Communication,0.72,,
Ryan Porter,46,Engineering,Senior Engineer,9,"Machine Learning, Systems Engineering, Python",0.62,,
Victoria Tanner,28,Customer Service,Customer Service Executive,2,Teamwork,0.59,,
Heather Holt,26,Customer Service,Customer Service Executive,2,"Teamwork, Conflict Resolution",0.74,,
Matthew Bates,31,Customer Service,Customer Service Executive,3,"Communication, Customer Relationship Management",0.91,,
April Jackson,27,Engineering,Junior Engineer,1,"Machine Learning, CAD Design",1.0,,
Daniel Cuevas,38,Engineering,Engineer,5,"Machine Learning, Systems Engineering",0.83,,
Theodore Duncan,49,Operations,Operations Manager,12,"Risk Management, Time Management, Teamwork, Process Improvement, Project Management",1.0,,
Jill Jones,28,Logistics,Logistics Coordinator,2,Data Analysis,0.96,,
James Orozco,33,Engineering,Engineer,3,"Data Analysis, CAD Design",0.87,,
Veronica Garcia,29,Customer Service,Customer Service Executive,1,Problem Solving,0.68,,
Sherri York,41,Operations,Operations Manager,10,"Data Analysis, Teamwork, Risk Management, Process Improvement",0.88,,
Jordan Nelson,37,Operations,Logistics Coordinator,4,"Process Improvement, Project Management, Teamwork",0.71,,
Emily Wagner,49,Operations,Operations Manager,10,"Process Improvement, Teamwork, Time Management, Project Management, Data Analysis",0.89,,
Shane Austin,28,Customer Service,Customer Service Executive,0,"Teamwork, Communication",0.67,,
Yvonne Esparza,28,Logistics,Logistics Coordinator,2,Networking,0.59,,
Crystal Henderson,34,Operations,Logistics Coordinator,3,"Risk Management, Process Improvement",0.63,,
Brian Brown,48,Engineering,Senior Engineer,6,"Data Analysis, Python",0.72,,
Leroy Smith,33,Engineering,Engineer,4,"Systems Engineering, Data Analysis, Python",0.76,,
Amy Orr,44,Operations,Operations Manager,8,"Process Improvement, Project Management, Risk Management, Time Management",0.63,,
Michelle Robinson,34,Logistics,Logistics Coordinator,3,"Communication, Inventory Management, Warehouse Management",0.96,,
Jeremy Hernandez,26,Operations,Logistics Coordinator,1,Time Management,0.79,,
Andrew Gill,25,IT,IT Support,0,"Networking, Java",0.69,,
Brian Evans,27,Logistics,Logistics Coordinator,1,Warehouse Management,0.66,,
Brenda Adams,35,Engineering,Engineer,5,"Electrical Engineering, Systems Engineering, CAD Design",0.96,,
Ronald Wallace,31,Customer Service,Customer Service Executive,3,"Communication, Customer Relationship Management",0.79,,
Jesus Meza,54,Operations,Operations Manager,14,"Process Improvement, Project Management, Time Management, Teamwork, Data Analysis",0.7,,
Spencer Kidd,29,Logistics,Logistics Coordinator,2,"Communication, Warehouse Management",0.51,,
Kristie Thomas,47,Operations,Operations Manager,11,"Teamwork, Time Management, Data Analysis, Risk Management",0.76,,
Manuel Rice,27,Logistics,Logistics Coordinator,2,Supply Chain Management,0.66,,
George Werner,31,Operations,Logistics Coordinator,4,"Project Management, Process Improvement",0.55,,
Mia Ward,45,Operations,Operations Manager,8,"Risk Management, Data Analysis, Time Management, Process Improvement",0.73,,
Cody Warren,29,Customer Service,Customer Service Executive,1,Problem Solving,0.99,,
Margaret Mcdonald,35,Engineering,Engineer,3,"Machine Learning, Python, CAD Design",0.8,,
Ian Hart,45,Engineering,Senior Engineer,7,"Data Analysis, Electrical Engineering, Python",0.76,,
Joel Reed,41,Engineering,Senior Engineer,7,"Machine Learning, Python, CAD Design, Data Analysis",0.51,,
Megan Molina,30,Customer Service,Customer Service Executive,3,"Conflict Resolution, Customer Relationship Management, Teamwork",0.77,,
Craig Oliver,33,Operations,Logistics Coordinator,4,"Data Analysis, Project Management",0.83,,
Brenda Baker,37,Operations,Operations Manager,7,"Process Improvement, Project Management, Time Management",0.86,,
Stephanie Savage,36,Operations,Operations Manager,7,"Time Management, Project Management, Process Improvement, Teamwork",0.6,,
Patricia Hernandez,27,Logistics,Logistics Coordinator,1,"Supply Chain Management, Networking",0.91,,
Roger Jones,26,IT,IT Support,2,"Python, Networking",0.63,,
James Gonzalez,39,Engineering,Engineer,3,"Data Analysis, Electrical Engineering",0.87,,
Nancy Douglas,26,Operations,Logistics Coordinator,2,"Time Management, Project Management",0.92,,
Debbie Owens,26,Operations,Logistics Coordinator,1,"Time Management, Process Improvement",0.9,,
Eric Armstrong,32,Engineering,Senior Engineer,7,"Python, CAD Design, Electrical Engineering, Java",0.99,,
Jonathan Miller,36,Engineering,Senior Engineer,7,"Java, Systems Engineering, Data Analysis",0.92,,
Kara Salazar,26,Customer Service,Customer Service Executive,2,Communication,0.91,,
Toni Brown,25,Engineering,Junior Engineer,2,CAD Design,0.75,,
Jennifer Lee,35,Engineering,Senior Engineer,7,"Java, Machine Learning, Systems Engineering, Python",0.87,,
Mr. Daniel Adams MD,43,Operations,Operations Manager,12,"Project Management, Data Analysis, Time Management, Risk Management, Teamwork",0.56,,
David Bridges,32,Operations,Operations Manager,7,"Teamwork, Project Management, Time Management, Risk Management",0.95,,
Patrick Anderson,27,Engineering,Junior Engineer,1,Systems Engineering,0.6,,
Cynthia Clark,28,IT,IT Support,1,Python,0.53,,
Debra Gallagher,32,Customer Service,Customer Service Executive,3,"Teamwork, Communication, Problem Solving",0.94,,
Emily Young,36,Logistics,Logistics Coordinator,3,"Inventory Management, Data Analysis",0.55,,
Jacob Jones,39,Operations,Logistics Coordinator,4,"Data Analysis, Time Management, Risk Management",0.94,,
Christina Hall,28,Customer Service,Customer Service Executive,1,Communication,0.72,,
Derek Allen,41,Operations,Operations Manager,12,"Teamwork, Time Management, Data Analysis, Project Management, Risk Management, Process Improvement",0.61,,
Holly Shepherd,32,Operations,Operations Manager,7,"Data Analysis, Process Improvement, Teamwork, Time Management",0.66,,
Michael Jones,44,Operations,Operations Manager,11,"Time Management, Risk Management, Teamwork, Data Analysis",0.75,,
Yesenia Drake,28,Engineering,Junior Engineer,2,"Systems Engineering, Electrical Engineering",0.67,,
Jonathan Brooks,38,Engineering,Senior Engineer,7,"Java, CAD Design, Python, Systems Engineering",0.8,,
Mr. Larry Kelley II,34,Engineering,Engineer,3,"Machine Learning, Python",0.57,,
Michelle Cuevas,28,Logistics,Logistics Coordinator,2,Warehouse Management,0.75,,
Billy Smith,28,IT,IT Support,2,"Communication, Cloud Computing",0.7,,
Laura Chase,27,Operations,Logistics Coordinator,1,Project Management,0.53,,
Kevin White,28,IT,IT Support,0,Java,0.64,,
Johnny Jones,38,Operations,Logistics Coordinator,4,"Process Improvement, Teamwork",0.95,,
Timothy Smith,40,Operations,Operations Manager,9,"Project Management, Time Management, Data Analysis, Process Improvement",0.79,,
Michael Watkins,25,IT,IT Support,2,"Cybersecurity, Communication",0.96,,
Dawn Johnson,42,Operations,Operations Manager,12,"Risk Management, Project Management, Process Improvement, Time Management, Data Analysis, Teamwork",0.99,,
Pamela Bailey,30,Engineering,Engineer,4,"Python, Machine Learning, Systems Engineering",0.53,,
Kimberly Turner,29,Customer Service,Customer Service Executive,2,"Conflict Resolution, Teamwork",0.81,,
David Watts,26,Engineering,Junior Engineer,0,"CAD Design, Java",0.85,,
Taylor Boyd,29,IT,IT Support,0,Python,0.63,,
Ronnie Green,36,Customer Service,Customer Service Executive,3,"Conflict Resolution, Teamwork",0.86,,
Glen Logan,38,Engineering,Engineer,4,"CAD Design, Data Analysis",0.66,,
James Pruitt,55,Operations,Operations Manager,10,"Risk Management, Time Management, Process Improvement, Data Analysis, Project Management",0.77,,
Nancy Mathis,28,Operations,Logistics Coordinator,1,"Project Management, Risk Management",0.71,,
Michael Webb,48,Operations,Operations Manager,10,"Project Management, Data Analysis, Process Improvement, Time Management, Teamwork, Risk Management",0.69,,
Kevin Le,32,Engineering,Senior Engineer,6,"CAD Design, Python, Data Analysis",0.52,,
Brent Mcdonald,30,Operations,Logistics Coordinator,3,"Data Analysis, Time Management, Risk Management",0.67,,
Micheal Woodard,28,IT,IT Support,2,Python,0.61,,
Margaret Watson,25,Engineering,Junior Engineer,0,"Electrical Engineering, Java",0.97,,
Jesse Miller,28,Engineering,Junior Engineer,0,"Data Analysis, Machine Learning",0.8,,
Brittany Hicks,36,Logistics,Logistics Coordinator,4,"Inventory Management, Data Analysis, Networking",0.88,,
Deborah Shepard,27,Engineering,Junior Engineer,2,"Machine Learning, Systems Engineering",0.64,,
Christian King,29,IT,IT Support,0,System Administration,0.81,,
Janet Kim,32,Operations,Logistics Coordinator,3,"Data Analysis, Process Improvement, Risk Management",0.72,,
Jennifer Smith,25,IT,IT Support,1,Communication,0.96,,
Seth Roberts,25,Logistics,Logistics Coordinator,1,"Data Analysis, Warehouse Management",0.66,,
Lori Williams,39,Logistics,Logistics Coordinator,4,"Networking, Supply Chain Management",0.58,,
Elizabeth Brown,29,Logistics,Logistics Coordinator,2,Networking,0.81,,
Austin Owens,25,Engineering,Junior Engineer,2,Systems Engineering,0.93,,
Chad Smith,25,IT,IT Support,0,Cybersecurity,0.91,,
Holly Allen,29,IT,IT Support,0,"Java, Communication",0.96,,
Shelley Pugh,30,Operations,Operations Manager,7,"Time Management, Risk Management, Teamwork, Process Improvement",0.86,,
Elizabeth Hutchinson,49,Operations,Operations Manager,8,"Time Management, Project Management, Risk Management",0.91,,
Alex Shelton,25,Engineering,Junior Engineer,2,CAD Design,0.96,,
Matthew Stevens,54,Operations,Operations Manager,13,"Project Management, Teamwork, Risk Management, Process Improvement, Time Management",0.93,,
Patricia Hodge,25,Logistics,Logistics Coordinator,2,Data Analysis,0.69,,
Keith Allen,27,IT,IT Support,1,"Java, Python",0.84,,
Adam Thornton,42,Operations,Operations Manager,12,"Teamwork, Time Management, Process Improvement, Risk Management, Data Analysis",0.8,,
Jamie Green,27,Customer Service,Customer Service Executive,1,"Conflict Resolution, Customer Relationship Management",0.56,,
Carl Anderson,41,Operations,Operations Manager,12,"Teamwork, Risk Management, Process Improvement, Project Management, Time Management, Data Analysis",0.51,,
Robert Aguilar,52,Operations,Operations Manager,12,"Data Analysis, Project Management, Process Improvement, Teamwork, Risk Management",0.81,,
Richard Blair,33,Logistics,Logistics Coordinator,3,"Communication, Data Analysis, Warehouse Management",0.86,,
Wendy Lambert,32,Engineering,Engineer,4,"Systems Engineering, Java, Machine Learning",0.97,,
Erin Gill,35,Engineering,Engineer,3,"Systems Engineering, Machine Learning",0.78,,
Maria Cortez,48,Operations,Operations Manager,8,"Risk Management, Teamwork, Data Analysis, Time Management",0.72,,
Charles Hill,30,Engineering,Senior Engineer,6,"CAD Design, Systems Engineering, Data Analysis",0.74,,
Paul Martinez,42,Operations,Operations Manager,10,"Project Management, Time Management, Process Improvement, Risk Management",0.7,,
Whitney Yates,46,Operations,Operations Manager,10,"Risk Management, Data Analysis, Teamwork, Project Management, Process Improvement, Time Management",0.78,,
Scott Herman,33,Engineering,Engineer,4,"Electrical Engineering, Systems Engineering",0.58,,
Jennifer Cox,25,Engineering,Junior Engineer,2,"Machine Learning, Electrical Engineering",0.83,,
Cheryl Griffith,37,Engineering,Engineer,5,"Data Analysis, CAD Design",0.63,,
Robert Vang,41,Engineering,Senior Engineer,8,"CAD Design, Systems Engineering, Java",0.54,,
Stephanie Hopkins,26,Operations,Logistics Coordinator,1,"Teamwork, Project Management",0.65,,
Jeffrey Wilson,38,Operations,Logistics Coordinator,4,"Process Improvement, Teamwork",1.0,,
Miss Carol Orozco,37,Operations,Logistics Coordinator,4,"Time Management, Teamwork",0.71,,
Sarah Smith,39,Engineering,Senior Engineer,6,"Systems Engineering, Python, CAD Design",0.53,,
Cynthia Young,35,Engineering,Senior Engineer,6,"Systems Engineering, Electrical Engineering, Machine Learning",0.86,,
Joseph Irwin,26,Logistics,Logistics Coordinator,1,Warehouse Management,0.55,,
Lindsey Richards,25,Operations,Logistics Coordinator,1,Data Analysis,0.94,,
Alicia Turner,46,Operations,Operations Manager,8,"Teamwork, Data Analysis, Process Improvement",0.76,,
Chris Rowe,36,Engineering,Engineer,3,"CAD Design, Data Analysis, Java",0.62,,
Matthew Rodgers,27,Engineering,Junior Engineer,1,Java,0.75,,
Angela Holden,33,Logistics,Logistics Coordinator,3,"Networking, Inventory Management",0.63,,
Veronica Berg,31,Engineering,Engineer,3,"Java, Machine Learning, CAD Design",0.53,,
Susan Garcia,31,Engineering,Engineer,4,"Machine Learning, Python, Data Analysis",0.59,,
James Brennan,38,Logistics,Logistics Coordinator,4,"Inventory Management, Communication",0.77,,
Nathan Carrillo,37,Engineering,Engineer,3,"Python, Machine Learning, Systems Engineering",0.74,,
Dr. Heather Martin,43,Engineering,Senior Engineer,9,"CAD Design, Machine Learning, Electrical Engineering, Java",0.88,,
Christopher Ho DDS,27,IT,IT Support,0,Java,0.9,,
Ryan Burns,40,Operations,Operations Manager,7,"Process Improvement, Risk Management, Teamwork, Project Management",0.89,,
Susan Hernandez,29,Logistics,Logistics Coordinator,1,"Communication, Data Analysis",0.97,,
Seth Cooper,26,Logistics,Logistics Coordinator,2,Networking,0.54,,
Charles Ryan,34,Engineering,Senior Engineer,7,"Systems Engineering, Python, Electrical Engineering",0.95,,
James Adams,43,Engineering,Senior Engineer,7,"CAD Design, Python, Data Analysis, Java",0.63,,
Loretta James,45,Engineering,Senior Engineer,9,"Machine Learning, Python, Electrical Engineering",0.57,,
Randall George,46,Operations,Operations Manager,7,"Teamwork, Time Management, Process Improvement",0.98,,
Jennifer Bray,33,Engineering,Senior Engineer,6,"Java, Data Analysis",0.6,,
Daniel Delgado,30,Operations,Logistics Coordinator,3,"Data Analysis, Project Management, Process Improvement",0.69,,
Zachary Nelson,48,Operations,Operations Manager,7,"Process Improvement, Risk Management, Project Management",0.89,,
James Robbins,38,Engineering,Engineer,5,"Java, CAD Design, Electrical Engineering",0.89,,
Steven Butler,25,Customer Service,Customer Service Executive,1,Conflict Resolution,0.78,,
Blake Taylor,27,Engineering,Junior Engineer,0,"CAD Design, Python",0.93,,
Steven Rivas,27,Logistics,Logistics Coordinator,2,"Communication, Inventory Management",0.68,,
Paul Smith,27,IT,IT Support,2,System Administration,0.82,,
Suzanne Lee,25,IT,IT Support,1,System Administration,0.57,,
John Alexander,29,IT,IT Support,2,"Cybersecurity, Cloud Computing",0.94,,
Carol Clark,41,Operations,Operations Manager,11,"Teamwork, Data Analysis, Time Management, Project Management",0.91,,
Kenneth Alexander,39,Engineering,Engineer,3,"Systems Engineering, Java, Machine Learning",0.8,,
John Vega,34,Operations,Operations Manager,7,"Process Improvement, Time Management, Data Analysis, Risk Management",0.54,,
Scott Leonard,28,Customer Service,Customer Service Executive,1,"Conflict Resolution, Customer Relationship Management",0.64,,
Seth Alvarez,48,Operations,Operations Manager,7,"Teamwork, Data Analysis, Project Management, Time Management",0.87,,
Jennifer Abbott,38,Engineering,Engineer,5,"CAD Design, Machine Learning",0.55,,
Tiffany Phillips,26,Operations,Logistics Coordinator,1,"Project Management, Risk Management",0.53,,
Dr. Robert Chase MD,37,Logistics,Logistics Coordinator,3,"Data Analysis, Communication, Warehouse Management",0.65,,
Andrew Gross,26,Customer Service,Customer Service Executive,2,Communication,0.86,,
Steven Palmer,47,Operations,Operations Manager,12,"Time Management, Project Management, Teamwork, Data Analysis",0.84,,
Mackenzie Welch,32,Logistics,Logistics Coordinator,4,"Networking, Inventory Management, Data Analysis",0.63,,
Virginia Wallace,26,Engineering,Junior Engineer,0,"Machine Learning, Python",0.57,,
Michelle Reese,31,Engineering,Senior Engineer,6,"CAD Design, Java",0.64,,
Jessica Mitchell,25,IT,IT Support,2,"Python, Cybersecurity",0.96,,
Leah Gill,28,Logistics,Logistics Coordinator,2,Supply Chain Management,0.69,,
Robert Clayton,47,Operations,Operations Manager,7,"Data Analysis, Risk Management, Time Management",0.76,,
Laura Dickson,26,Customer Service,Customer Service Executive,1,Problem Solving,0.64,,
Monique Young,39,Engineering,Senior Engineer,7,"Data Analysis, CAD Design, Python",0.55,,
Troy Burns,25,Customer Service,Customer Service Executive,1,Problem Solving,0.72,,
Christina Alvarez,36,Logistics,Logistics Coordinator,4,"Supply Chain Management, Inventory Management",0.75,,
Gerald Garrett,41,Operations,Operations Manager,10,"Time Management, Process Improvement, Teamwork, Project Management",0.8,,
Angela Walker,28,Customer Service,Customer Service Executive,1,Problem Solving,0.51,,
Sydney Snyder,49,Operations,Operations Manager,10,"Risk Management, Data Analysis, Process Improvement, Time Management, Teamwork",0.87,,
Christy Lang,34,Engineering,Engineer,5,"Systems Engineering, CAD Design",0.55,,
Cindy Bentley,37,Engineering,Engineer,5,"Systems Engineering, Electrical Engineering",0.58,,
Bobby Walker,44,Engineering,Senior Engineer,7,"Data Analysis, Java, Python",0.58,,
Daniel Clark,37,Operations,Logistics Coordinator,3,"Process Improvement, Data Analysis, Teamwork",0.7,,
Jose Grant,47,Operations,Operations Manager,11,"Project Management, Data Analysis, Teamwork, Process Improvement",0.62,,
Christian Patrick,33,Engineering,Engineer,3,"Electrical Engineering, Machine Learning",0.61,,
Nathan Wong,34,Engineering,Senior Engineer,6,"CAD Design, Systems Engineering",0.52,,
Samantha Bowman,48,Engineering,Senior Engineer,8,"Python, Systems Engineering, Electrical Engineering, Machine Learning",0.85,,
Brandi Dennis,30,Engineering,Senior Engineer,6,"CAD Design, Data Analysis, Java",0.82,,
Tracy Johnson,30,Engineering,Engineer,3,"Electrical Engineering, Java, Systems Engineering",0.77,,
Taylor Mcclain,33,Logistics,Logistics Coordinator,4,"Inventory Management, Warehouse Management",0.77,,
Deborah Young,35,Logistics,Logistics Coordinator,4,"Supply Chain Management, Networking, Communication",0.57,,
Felicia Davis,49,Engineering,Senior Engineer,7,"Machine Learning, Python, Java, CAD Design",0.72,,
Christian Larson,28,IT,IT Support,2,System Administration,0.52,,
Amanda Watkins,37,Operations,Logistics Coordinator,4,"Process Improvement, Data Analysis, Teamwork",0.94,,
Anthony Lopez,33,Operations,Logistics Coordinator,4,"Time Management, Process Improvement, Data Analysis",0.61,,
Karen Watts,27,Engineering,Junior Engineer,2,Data Analysis,0.69,,
Natalie Cortez,43,Engineering,Senior Engineer,8,"Python, Electrical Engineering, Java, Systems Engineering",0.73,,
Rhonda Wagner,30,Operations,Operations Manager,7,"Project Management, Data Analysis, Process Improvement",0.65,,
Jenny Cooper,49,Operations,Operations Manager,10,"Data Analysis, Teamwork, Project Management, Process Improvement",0.59,,
Jill Edwards,36,Engineering,Engineer,3,"CAD Design, Electrical Engineering",0.7,,
Stephanie Johnson,28,Operations,Logistics Coordinator,1,Teamwork,0.74,,
Patrick Lamb,27,Customer Service,Customer Service Executive,0,Communication,0.68,,
Ricky Powers,28,Customer Service,Customer Service Executive,2,Customer Relationship Management,0.92,,
Daniel Hernandez,38,Customer Service,Customer Service Executive,3,"Problem Solving, Conflict Resolution, Communication",0.97,,
Joseph Gonzalez,48,Engineering,Senior Engineer,7,"Machine Learning, CAD Design, Python, Data Analysis",0.91,,
Jeffrey Gilbert,40,Engineering,Senior Engineer,9,"Machine Learning, Python, Systems Engineering",0.5,,
Adam Schmidt,28,Engineering,Junior Engineer,0,"Machine Learning, CAD Design",0.77,,
Gina Torres,41,Operations,Operations Manager,10,"Time Management, Process Improvement, Project Management, Data Analysis",0.54,,
William Brown,29,IT,IT Support,2,Python,0.84,,
Henry Watson,52,Operations,Operations Manager,13,"Time Management, Risk Management, Process Improvement, Data Analysis, Teamwork, Project Management",0.81,,
Christopher Wolfe,32,Engineering,Engineer,3,"Machine Learning, Java, Electrical Engineering",0.96,,
Kim Acevedo,43,Engineering,Senior Engineer,6,"Data Analysis, Java",1.0,,
Tabitha Bradshaw,35,Operations,Operations Manager,7,"Teamwork, Risk Management, Time Management",0.8,,
Seth Meyer,39,Operations,Logistics Coordinator,3,"Time Management, Risk Management",0.93,,
Michael Moore,42,Engineering,Senior Engineer,9,"Electrical Engineering, Systems Engineering, Python",0.57,,
Jeanne Luna,52,Operations,Operations Manager,11,"Teamwork, Risk Management, Data Analysis, Process Improvement, Project Management, Time Management",0.81,,
Michael Carson,29,Customer Service,Customer Service Executive,0,Conflict Resolution,0.57,,
Victoria Hart,39,Operations,Logistics Coordinator,4,"Data Analysis, Risk Management",0.73,,
Tyler Cuevas,34,Engineering,Engineer,4,"Systems Engineering, Electrical Engineering",0.91,,
Danny Becker,32,Customer Service,Customer Service Executive,3,"Teamwork, Communication",0.53,,
Joseph Howard,25,Engineering,Junior Engineer,1,"Data Analysis, Systems Engineering",0.67,,
Joshua Porter,26,Operations,Logistics Coordinator,1,Risk Management,0.56,,
David Garcia,29,Customer Service,Customer Service Executive,0,Teamwork,0.83,,
Lindsay Ellis,26,Operations,Logistics Coordinator,2,Teamwork,0.95,,
Nancy Brown,27,Engineering,Junior Engineer,1,Python,0.7,,
Lauren Decker,45,Operations,Operations Manager,7,"Project Management, Teamwork, Data Analysis, Process Improvement",0.84,,
Lori Murphy,26,Logistics,Logistics Coordinator,1,"Communication, Networking",0.69,,
Donald Washington,34,Engineering,Engineer,5,"Systems Engineering, Java",0.57,,
Vanessa Gonzales,27,Engineering,Junior Engineer,0,Python,0.64,,
Aimee Lyons,25,Logistics,Logistics Coordinator,1,Communication,0.57,,
Anthony Harrison,29,Engineering,Junior Engineer,0,Machine Learning,0.9,,
Nicholas Becker,30,Logistics,Logistics Coordinator,3,"Supply Chain Management, Networking, Inventory Management",0.81,,
George Hayes,29,Engineering,Junior Engineer,2,CAD Design,0.75,,
Ashley Massey,37,Logistics,Logistics Coordinator,4,"Networking, Warehouse Management, Communication",0.62,,
James Villegas,32,Operations,Logistics Coordinator,3,"Risk Management, Data Analysis",0.69,,
Laura Reyes,33,Engineering,Engineer,4,"Data Analysis, Python",0.97,,
Roger Hicks,27,Customer Service,Customer Service Executive,2,"Problem Solving, Teamwork",0.51,,
Brianna Alvarez,31,Logistics,Logistics Coordinator,4,"Inventory Management, Supply Chain Management",0.86,,
Breanna Mcneil,30,Engineering,Engineer,5,"Python, Java, Systems Engineering",0.99,,
Peter Dennis,30,Logistics,Logistics Coordinator,4,"Data Analysis, Supply Chain Management",0.92,,
Matthew Nash,31,Logistics,Logistics Coordinator,3,"Warehouse Management, Inventory Management, Data Analysis",0.58,,
Ashley Torres,32,Engineering,Engineer,4,"Data Analysis, Java",0.53,,
Scott Sanchez,29,Logistics,Logistics Coordinator,2,"Warehouse Management, Communication",0.99,,
Marissa Quinn,27,Engineering,Junior Engineer,1,"Electrical Engineering, Python",0.86,,
Judith Strickland,43,Operations,Operations Manager,12,"Project Management, Risk Management, Teamwork, Process Improvement",0.99,,
Terry Stone,30,Logistics,Logistics Coordinator,4,"Supply Chain Management, Data Analysis",0.63,,
David Ingram,27,Customer Service,Customer Service Executive,0,"Communication, Teamwork",0.84,,
Dr. Sean Callahan,27,Engineering,Junior Engineer,0,"Systems Engineering, Data Analysis",0.74,,
Kelly Potts,32,Engineering,Senior Engineer,7,"Machine Learning, CAD Design, Java, Data Analysis",0.57,,
Ashley Nguyen,36,Engineering,Senior Engineer,6,"Electrical Engineering, Python, Machine Learning",0.62,,
Dawn Farrell,55,Operations,Operations Manager,11,"Risk Management, Time Management, Data Analysis, Process Improvement, Teamwork",0.84,,
Michael Burns,41,Engineering,Senior Engineer,9,"Java, Systems Engineering, Electrical Engineering, CAD Design",0.58,,
Barbara Smith,55,Operations,Operations Manager,11,"Project Management, Teamwork, Risk Management, Data Analysis, Process Improvement, Time Management",0.82,,
Krystal Morgan,39,Operations,Logistics Coordinator,4,"Data Analysis, Risk Management",0.72,,
Stephanie Mann,28,IT,IT Support,1,Cybersecurity,0.86,,
Michael Haas,48,Operations,Operations Manager,10,"Project Management, Risk Management, Process Improvement, Data Analysis, Time Management, Teamwork",0.95,,
Jeffrey Glover,28,Logistics,Logistics Coordinator,2,Supply Chain Management,0.74,,
Richard Garza,32,Operations,Logistics Coordinator,4,"Time Management, Process Improvement",0.58,,
Michael Bryant,28,Engineering,Junior Engineer,2,"Data Analysis, Machine Learning",0.8,,
Joseph Estes,39,Logistics,Logistics Coordinator,4,"Warehouse Management, Supply Chain Management, Communication",0.8,,
Rachel Martinez,26,Customer Service,Customer Service Executive,1,Communication,0.76,,
Taylor Benjamin,28,Customer Service,Customer Service Executive,0,Conflict Resolution,0.71,,
Shelby Leach,52,Operations,Operations Manager,12,"Project Management, Data Analysis, Process Improvement, Teamwork, Time Management, Risk Management",0.76,,
