Name,Age,Department,Role,Years_of_Experience,Skillset,Project_Success_Rate,Mentor,Mentee
Michelle Murray,27,Engineering,Junior Engineer,2,Data Analysis,0.53,,NA
John Glover,41,Engineering,Senior Engineer,7,"Systems Engineering, Electrical Engineering, Python, Data Analysis",0.75,NA,
Angel Berry,52,Operations,Operations Manager,13,"Data Analysis, Teamwork, Process Improvement, Project Management",0.92,NA,
Lindsey Galvan,27,Engineering,Junior Engineer,1,CAD Design,0.61,,NA
Benjamin Stein,37,Engineering,Senior Engineer,7,"Electrical Engineering, Machine Learning, Python, Systems Engineering",0.57,NA,
Sarah Simon,29,Engineering,Junior Engineer,0,"Electrical Engineering, Data Analysis",0.55,,NA
Peter Larson,46,Operations,Operations Manager,8,"Project Management, Data Analysis, Risk Management, Teamwork",0.52,NA,
Mathew Miller,27,IT,IT Support,1,"System Administration, Python",0.57,,NA
Lauren Wilson,55,Operations,Operations Manager,11,"Time Management, Data Analysis, Project Management, Process Improvement, Risk Management",0.99,NA,
Robert Conrad,46,Engineering,Senior Engineer,6,"Electrical Engineering, Python, Java",0.75,NA,
Caleb Brown,40,Operations,Operations Manager,9,"Risk Management, Time Management, Teamwork, Data Analysis",0.86,NA,
Carrie Galvan,26,Logistics,Logistics Coordinator,2,"Supply Chain Management, Warehouse Management",0.77,,NA
Laurie Adams,32,Engineering,Engineer,3,"Java, Machine Learning",0.99,,NA
Trevor Webb,29,Operations,Logistics Coordinator,2,Teamwork,0.75,,NA
Rachel Perez,26,Customer Service,Customer Service Executive,1,Conflict Resolution,0.52,,NA
Nancy Schmidt,32,Logistics,Logistics Coordinator,3,"Networking, Communication",0.65,,NA
Steven Chung,48,Engineering,Senior Engineer,9,"Machine Learning, Electrical Engineering, Java, CAD Design",0.84,NA,
Tiffany Khan,28,Logistics,Logistics Coordinator,1,"Networking, Inventory Management",0.53,,NA
Melanie Wheeler,25,Logistics,Logistics Coordinator,1,Supply Chain Management,0.79,,NA
Lisa Adams,47,Engineering,Senior Engineer,7,"Python, Java, Systems Engineering, Electrical Engineering",0.7,NA,
Pamela Walters,27,Engineering,Junior Engineer,2,"Java, Machine Learning",0.97,,NA
Alan Le,39,Engineering,Senior Engineer,6,"Data Analysis, Python, Java",0.84,NA,
Karen Mahoney,37,Logistics,Logistics Coordinator,4,"Inventory Management, Communication",0.87,,NA
Douglas Holt,27,Engineering,Junior Engineer,2,Data Analysis,0.68,,NA
Daniel Sosa,46,Operations,Operations Manager,7,"Process Improvement, Time Management, Risk Management",0.99,NA,
Jamie Mason,40,Operations,Operations Manager,7,"Teamwork, Time Management, Project Management, Data Analysis",0.67,NA,
Rebekah Taylor,26,Engineering,Junior Engineer,0,"Python, Systems Engineering",1.0,,NA
Omar Weber,25,Operations,Logistics Coordinator,2,"Teamwork, Data Analysis",0.74,,NA
Carol Garrett,32,Operations,Operations Manager,7,"Data Analysis, Teamwork, Project Management, Time Management",0.88,NA,
Elizabeth Anderson,53,Operations,Operations Manager,14,"Risk Management, Process Improvement, Time Management, Project Management",0.99,NA,
Richard Morris,28,IT,IT Support,1,Networking,0.65,,NA
Jonathan Solis,45,Operations,Operations Manager,10,"Teamwork, Project Management, Risk Management, Data Analysis, Process Improvement",0.71,NA,
Jesse Williams,46,Engineering,Senior Engineer,9,"Electrical Engineering, Systems Engineering, Java",0.85,NA,
Christopher Neal,27,Logistics,Logistics Coordinator,1,Supply Chain Management,0.73,,NA
Larry Wagner,33,Engineering,Engineer,4,"CAD Design, Machine Learning, Electrical Engineering",0.74,,NA
Blake Aguirre,40,Operations,Operations Manager,10,"Time Management, Data Analysis, Project Management, Process Improvement, Risk Management, Teamwork",0.56,NA,
Laurie Norton,29,IT,IT Support,1,Communication,0.5,,NA
Reginald Lopez,29,Engineering,Junior Engineer,0,Systems Engineering,0.53,,NA
Dr. Bryan Hodge,30,Engineering,Engineer,3,"Python, Electrical Engineering",0.81,,NA
Ryan Fernandez,54,Operations,Operations Manager,14,"Risk Management, Time Management, Project Management, Process Improvement, Data Analysis",0.79,NA,
Alyssa Sims,43,Operations,Operations Manager,10,"Time Management, Teamwork, Risk Management, Data Analysis, Project Management, Process Improvement",0.78,NA,
Willie Thompson,28,Customer Service,Customer Service Executive,1,Customer Relationship Management,0.84,,NA
Allison Ross,35,Logistics,Logistics Coordinator,3,"Supply Chain Management, Warehouse Management",0.85,,NA
Bryan Martin II,29,Customer Service,Customer Service Executive,2,"Problem Solving, Conflict Resolution",0.74,,NA
Margaret Silva,50,Operations,Operations Manager,13,"Project Management, Teamwork, Risk Management, Process Improvement, Data Analysis",0.82,NA,
Steve Mcintyre,40,Operations,Operations Manager,10,"Process Improvement, Project Management, Teamwork, Data Analysis, Time Management, Risk Management",0.85,NA,
Lisa Werner,26,IT,IT Support,1,"Java, Communication",0.69,,NA
Christine Ward,27,Engineering,Junior Engineer,2,"Systems Engineering, Electrical Engineering",0.91,,NA
Karen Cox,34,Operations,Operations Manager,7,"Project Management, Risk Management, Process Improvement",0.61,NA,
Michelle Gray,46,Engineering,Senior Engineer,8,"CAD Design, Systems Engineering, Data Analysis, Python",0.68,NA,
Evan Roth,38,Engineering,Engineer,3,"Python, Electrical Engineering, Java",0.83,,NA
Jeffrey Ryan,25,Engineering,Junior Engineer,1,"Data Analysis, Electrical Engineering",0.62,,NA
David Yates,37,Engineering,Engineer,4,"Machine Learning, Python, Systems Engineering",0.71,,NA
Brenda Thompson,35,Engineering,Senior Engineer,6,"Machine Learning, Python, Data Analysis",0.71,NA,
Anita Strickland,37,Operations,Logistics Coordinator,4,"Time Management, Data Analysis",0.63,,NA
Peter Reyes,25,Engineering,Junior Engineer,1,"Python, Systems Engineering",0.96,,NA
Jennifer Lewis,41,Engineering,Senior Engineer,7,"CAD Design, Python, Data Analysis, Machine Learning",0.96,NA,
Kevin Lee,33,Operations,Logistics Coordinator,3,"Project Management, Risk Management",0.92,,NA
Courtney Moody,29,IT,IT Support,0,"Cybersecurity, Communication",0.85,,NA
Emily Kelly,40,Engineering,Senior Engineer,9,"CAD Design, Electrical Engineering, Machine Learning",0.8,NA,
Terri Guerrero,30,Engineering,Engineer,4,"Systems Engineering, Java",0.67,,NA
Gabriel Davis,36,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Conflict Resolution",0.82,,NA
Daniel Lloyd,36,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Problem Solving",0.84,,NA
Carrie Stephens PhD,33,Customer Service,Customer Service Executive,3,"Conflict Resolution, Customer Relationship Management",0.94,,NA
Jason Lowe,29,Engineering,Junior Engineer,0,Electrical Engineering,0.53,,NA
Mark Leach,36,Engineering,Engineer,3,"Electrical Engineering, Systems Engineering, Java",0.92,,NA
Julie Rodriguez,35,Engineering,Engineer,5,"CAD Design, Data Analysis, Systems Engineering",0.74,NA,
Becky Aguilar,46,Engineering,Senior Engineer,7,"CAD Design, Machine Learning, Systems Engineering, Python",0.98,NA,
Steven Mendoza,45,Engineering,Senior Engineer,9,"Machine Learning, CAD Design, Python, Systems Engineering",0.92,NA,
Daniel Johnson,25,Customer Service,Customer Service Executive,2,"Communication, Problem Solving",0.68,,NA
Janet Meyer,28,Logistics,Logistics Coordinator,2,Warehouse Management,0.88,,NA
Karen Page,35,Logistics,Logistics Coordinator,4,"Communication, Networking, Warehouse Management",0.57,,NA
Sara Hunter,43,Operations,Operations Manager,10,"Risk Management, Process Improvement, Teamwork, Data Analysis, Project Management, Time Management",0.76,NA,
Anthony Owen,25,Operations,Logistics Coordinator,1,"Process Improvement, Data Analysis",0.52,,NA
Carlos Munoz,25,Operations,Logistics Coordinator,1,Teamwork,0.87,,NA
Jacob Stewart,51,Operations,Operations Manager,13,"Process Improvement, Project Management, Time Management, Risk Management, Teamwork",0.84,NA,
Jill Suarez,42,Engineering,Senior Engineer,7,"Systems Engineering, Python, Electrical Engineering",0.91,NA,
Steven Harper,44,Operations,Operations Manager,9,"Project Management, Process Improvement, Teamwork",0.81,NA,
Dorothy Harvey,36,Operations,Logistics Coordinator,4,"Project Management, Teamwork, Process Improvement",0.93,,NA
Jacob Robinson,33,Customer Service,Customer Service Executive,3,"Conflict Resolution, Customer Relationship Management, Problem Solving",0.95,,NA
Christopher Gill,25,Customer Service,Customer Service Executive,1,"Teamwork, Customer Relationship Management",0.9,,NA
Tyler Simon,25,Customer Service,Customer Service Executive,0,"Conflict Resolution, Teamwork",0.84,,NA
Kimberly Johnson,55,Operations,Operations Manager,10,"Time Management, Teamwork, Project Management, Process Improvement, Risk Management",0.82,NA,
Nathan Dougherty,25,Logistics,Logistics Coordinator,1,Data Analysis,0.97,,NA
Erin Jones,25,Customer Service,Customer Service Executive,0,"Customer Relationship Management, Problem Solving",0.96,,NA
Mr. John Ward,51,Operations,Operations Manager,12,"Time Management, Project Management, Process Improvement, Data Analysis, Teamwork, Risk Management",0.54,NA,
Katelyn Perkins,30,Engineering,Senior Engineer,6,"CAD Design, Electrical Engineering",0.72,NA,
Dr. John Miller MD,32,Engineering,Senior Engineer,6,"Python, Electrical Engineering",0.55,NA,
Michael Jackson,41,Operations,Operations Manager,7,"Data Analysis, Teamwork, Process Improvement, Project Management",0.51,NA,
Courtney Fernandez DVM,35,Engineering,Senior Engineer,6,"Data Analysis, CAD Design",0.87,NA,
Amy Adams,35,Engineering,Engineer,5,"Electrical Engineering, Java, Python",0.96,NA,
Brian Fletcher,27,Operations,Logistics Coordinator,1,"Project Management, Teamwork",0.57,,NA
Hector Cummings,31,Engineering,Senior Engineer,7,"Systems Engineering, Python, Machine Learning, CAD Design",0.84,NA,
Terry Sanchez,27,Operations,Logistics Coordinator,2,"Time Management, Risk Management",0.62,,NA
Evan Calhoun,42,Operations,Operations Manager,8,"Time Management, Risk Management, Process Improvement",0.88,NA,
Jessica Ramirez,25,Logistics,Logistics Coordinator,2,Communication,0.9,,NA
Brandon Parrish,45,Operations,Operations Manager,9,"Project Management, Time Management, Risk Management, Data Analysis",0.58,NA,
Jordan Gonzalez,26,Engineering,Junior Engineer,0,"CAD Design, Data Analysis",0.84,,NA
Jennifer Gross,25,Operations,Logistics Coordinator,1,"Teamwork, Data Analysis",0.66,,NA
Sarah Juarez,25,Customer Service,Customer Service Executive,0,"Problem Solving, Teamwork",0.63,,NA
Charles Collins,28,IT,IT Support,0,Java,0.6,,NA
Amber Stone,29,Engineering,Junior Engineer,2,"Data Analysis, Electrical Engineering",0.69,,NA
Victoria Ford,25,Engineering,Junior Engineer,1,Data Analysis,0.79,,NA
Donna Wilson,35,Engineering,Engineer,4,"Java, Machine Learning, Python",0.73,,NA
Linda Rodgers,45,Operations,Operations Manager,11,"Risk Management, Teamwork, Process Improvement, Data Analysis",0.92,NA,
James Bell,27,Engineering,Junior Engineer,0,"Java, Electrical Engineering",0.84,,NA
John Vega,32,Logistics,Logistics Coordinator,4,"Supply Chain Management, Inventory Management",0.66,,NA
Barry Campbell,37,Engineering,Senior Engineer,6,"Systems Engineering, Java, Data Analysis",0.67,NA,
Monique Stewart,37,Operations,Operations Manager,7,"Data Analysis, Time Management, Project Management, Process Improvement",0.7,NA,
Scott Bryant,37,Engineering,Senior Engineer,7,"Systems Engineering, CAD Design, Machine Learning",0.77,NA,
Gloria Hill,41,Operations,Operations Manager,8,"Risk Management, Teamwork, Process Improvement",0.52,NA,
William Briggs,26,Customer Service,Customer Service Executive,1,Problem Solving,0.89,,NA
Lauren Smith,37,Customer Service,Customer Service Executive,3,"Problem Solving, Communication, Customer Relationship Management",0.96,,NA
Andrew Kelley,26,Logistics,Logistics Coordinator,2,Supply Chain Management,0.57,,NA
Stacy Lin,26,IT,IT Support,2,Python,0.97,,NA
Melvin Fritz,36,Operations,Operations Manager,7,"Risk Management, Project Management, Time Management, Data Analysis",0.63,NA,
Natalie West,35,Customer Service,Customer Service Executive,3,"Problem Solving, Teamwork",0.7,,NA
Jason Dawson,26,Logistics,Logistics Coordinator,1,"Warehouse Management, Data Analysis",1.0,,NA
Russell Bailey,36,Engineering,Engineer,3,"Machine Learning, Systems Engineering, Java",0.92,,NA
John Coleman,28,Logistics,Logistics Coordinator,2,"Data Analysis, Warehouse Management",0.76,,NA
Brandy Taylor,40,Operations,Operations Manager,7,"Data Analysis, Process Improvement, Teamwork, Time Management",0.72,NA,
Mark Weaver,27,IT,IT Support,1,Java,0.97,,NA
Joshua Hart,27,IT,IT Support,1,"Java, Cybersecurity",0.76,,NA
Tammy Gutierrez,25,IT,IT Support,0,"Java, Cybersecurity",0.6,,NA
Cassie Brewer,38,Engineering,Engineer,3,"Electrical Engineering, Python, Systems Engineering",0.51,,NA
Karen Clark,32,Engineering,Senior Engineer,6,"Data Analysis, Electrical Engineering, CAD Design",0.6,NA,
Sarah Perkins,46,Engineering,Senior Engineer,8,"CAD Design, Machine Learning, Java",0.91,NA,
David Adams,32,Engineering,Engineer,3,"Python, Java",0.75,,NA
Lisa Patel,40,Operations,Operations Manager,9,"Data Analysis, Process Improvement, Time Management",0.94,NA,
Sarah Anderson,29,IT,IT Support,2,Java,0.66,,NA
Anna Howell,43,Operations,Operations Manager,12,"Data Analysis, Process Improvement, Time Management, Risk Management",0.94,NA,
Raymond Lee,31,Operations,Logistics Coordinator,3,"Teamwork, Process Improvement",0.58,,NA
Jennifer Willis,45,Engineering,Senior Engineer,9,"Systems Engineering, Java, CAD Design, Python",0.52,NA,
Jenna Salinas,49,Engineering,Senior Engineer,7,"Electrical Engineering, CAD Design, Systems Engineering, Java",0.96,NA,
James Carey,46,Operations,Operations Manager,7,"Time Management, Teamwork, Risk Management",0.69,NA,
Brenda Jennings,40,Engineering,Senior Engineer,8,"Java, Electrical Engineering, Python, Data Analysis",0.85,NA,
Janet Kennedy,30,Logistics,Logistics Coordinator,4,"Warehouse Management, Networking, Supply Chain Management",0.76,,NA
Michael Walters,35,Engineering,Senior Engineer,7,"Machine Learning, Python, Data Analysis",0.64,NA,
John Smith,29,Customer Service,Customer Service Executive,1,"Customer Relationship Management, Communication",0.83,,NA
Nicole Burton,43,Operations,Operations Manager,11,"Project Management, Data Analysis, Time Management, Teamwork, Risk Management",0.8,NA,
Alexander Torres,28,IT,IT Support,0,Networking,0.93,,NA
Donna Cohen,27,IT,IT Support,0,Python,0.97,,NA
Debbie Miller,45,Operations,Operations Manager,10,"Teamwork, Data Analysis, Process Improvement, Time Management",0.51,NA,
David Brown,36,Engineering,Engineer,5,"CAD Design, Machine Learning, Data Analysis",0.5,NA,
Karen Lane,25,IT,IT Support,1,Networking,0.9,,NA
Seth Frye,28,Customer Service,Customer Service Executive,1,"Teamwork, Problem Solving",0.51,,NA
George Campbell,33,Engineering,Senior Engineer,7,"CAD Design, Systems Engineering, Java",0.59,NA,
Mrs. Bianca Johnson MD,36,Engineering,Engineer,3,"CAD Design, Java, Data Analysis",0.98,,NA
James Perez,34,Logistics,Logistics Coordinator,4,"Communication, Warehouse Management",0.7,,NA
Karen Thomas,25,IT,IT Support,2,Python,0.68,,NA
Marvin Taylor,48,Operations,Operations Manager,7,"Teamwork, Risk Management, Project Management",0.87,NA,
Daniel Kennedy,39,Logistics,Logistics Coordinator,3,"Warehouse Management, Communication, Networking",0.66,,NA
Jonathan Martin,27,Customer Service,Customer Service Executive,2,"Teamwork, Communication",0.68,,NA
Casey Reyes,45,Operations,Operations Manager,12,"Time Management, Data Analysis, Process Improvement, Risk Management",0.95,NA,
Chad Andrews,34,Operations,Logistics Coordinator,4,"Risk Management, Time Management, Process Improvement",0.79,,NA
Diane Gilbert,50,Operations,Operations Manager,12,"Teamwork, Time Management, Data Analysis, Project Management",0.97,NA,
Michael White,35,Engineering,Senior Engineer,6,"Java, CAD Design",0.87,NA,
Elizabeth Miller,26,Customer Service,Customer Service Executive,1,Teamwork,0.79,,NA
David Pham,26,Customer Service,Customer Service Executive,1,Conflict Resolution,0.61,,NA
Tammy Martinez,27,Customer Service,Customer Service Executive,0,Teamwork,0.58,,NA
Keith Duran,36,Engineering,Engineer,4,"Machine Learning, Electrical Engineering",0.73,,NA
Jason Cummings,28,Customer Service,Customer Service Executive,1,"Conflict Resolution, Problem Solving",0.76,,NA
Roy Adkins,27,Customer Service,Customer Service Executive,2,"Problem Solving, Teamwork",0.99,,NA
Kimberly Ruiz,31,Operations,Logistics Coordinator,3,"Risk Management, Data Analysis",0.83,,NA
Gary Rodgers,28,Engineering,Junior Engineer,0,Machine Learning,0.98,,NA
Sharon Hall,39,Engineering,Engineer,4,"Systems Engineering, Electrical Engineering, CAD Design",0.61,,NA
Shane Estrada,49,Operations,Operations Manager,12,"Risk Management, Process Improvement, Time Management, Data Analysis, Project Management, Teamwork",0.72,NA,
Danny Walker,48,Operations,Operations Manager,11,"Data Analysis, Risk Management, Time Management, Process Improvement",0.86,NA,
Michelle Wilson,45,Operations,Operations Manager,7,"Process Improvement, Data Analysis, Risk Management",0.64,NA,
Amanda Nichols,45,Operations,Operations Manager,7,"Time Management, Project Management, Process Improvement",0.89,NA,
Justin Rose,27,Logistics,Logistics Coordinator,2,"Supply Chain Management, Data Analysis",0.69,,NA
Daniel Harris,47,Operations,Operations Manager,9,"Process Improvement, Time Management, Risk Management",0.58,NA,
Mercedes Conley,26,Engineering,Junior Engineer,1,Java,0.54,,NA
Cindy Thomas,39,Operations,Logistics Coordinator,3,"Risk Management, Time Management",0.92,,NA
Bryan Harrison,34,Logistics,Logistics Coordinator,4,"Communication, Warehouse Management, Inventory Management",0.77,,NA
Jennifer Edwards,39,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Problem Solving",0.63,,NA
Sheryl Johnston,39,Engineering,Engineer,5,"Java, CAD Design, Systems Engineering",0.65,NA,
Jonathan Lopez,36,Engineering,Senior Engineer,7,"Electrical Engineering, Machine Learning, Python",0.89,NA,
Cassandra Wright,35,Operations,Logistics Coordinator,4,"Time Management, Data Analysis",0.98,,NA
Cynthia Lynn,39,Operations,Operations Manager,7,"Project Management, Process Improvement, Risk Management, Teamwork",0.67,NA,
Joshua Miller,25,Logistics,Logistics Coordinator,2,Warehouse Management,0.78,,NA
Denise Reese,42,Operations,Operations Manager,10,"Project Management, Risk Management, Data Analysis, Teamwork, Time Management",0.6,NA,
Kristi Hensley,44,Operations,Operations Manager,9,"Risk Management, Project Management, Time Management",0.97,NA,
Donna Olson,40,Operations,Operations Manager,12,"Risk Management, Teamwork, Process Improvement, Time Management",0.63,NA,
Maureen Davis,31,Engineering,Senior Engineer,7,"CAD Design, Electrical Engineering, Python, Systems Engineering",1.0,NA,
Ronald Johnston,28,Customer Service,Customer Service Executive,2,Teamwork,0.71,,NA
John Pearson,37,Operations,Operations Manager,7,"Teamwork, Time Management, Process Improvement",0.56,NA,
Tyler Skinner,28,IT,IT Support,1,Python,0.71,,NA
Dr. Gregory Banks,27,IT,IT Support,2,"Networking, Cloud Computing",0.77,,NA
Christopher Harper,48,Engineering,Senior Engineer,8,"Data Analysis, Systems Engineering, Machine Learning",0.61,NA,
Garrett Bowers,40,Engineering,Senior Engineer,9,"Data Analysis, Systems Engineering, Machine Learning, CAD Design",0.79,NA,
Mary Fox,25,Engineering,Junior Engineer,1,"Data Analysis, Java",0.79,,NA
Paul Rodriguez,41,Engineering,Senior Engineer,6,"Java, Python, Data Analysis",0.99,NA,
Joseph Moore,26,Engineering,Junior Engineer,2,Java,0.75,,NA
Christine Bryant,31,Operations,Operations Manager,7,"Time Management, Process Improvement, Project Management",0.62,NA,
Fernando Miller,38,Engineering,Senior Engineer,7,"Machine Learning, CAD Design, Data Analysis",0.65,NA,
Rebecca Watson,34,Operations,Operations Manager,7,"Process Improvement, Teamwork, Project Management",0.92,NA,
Anna Smith,34,Customer Service,Customer Service Executive,3,"Communication, Customer Relationship Management, Teamwork",0.93,,NA
Megan Nelson,28,Logistics,Logistics Coordinator,2,"Communication, Supply Chain Management",0.76,,NA
Samuel Hernandez,38,Logistics,Logistics Coordinator,3,"Supply Chain Management, Inventory Management, Warehouse Management",0.7,,NA
Mario Hernandez,36,Engineering,Engineer,4,"Data Analysis, Electrical Engineering, Java",0.59,,NA
Tracy Williams,53,Operations,Operations Manager,11,"Process Improvement, Project Management, Risk Management, Time Management, Teamwork",0.9,NA,
Shaun Merritt,33,Engineering,Engineer,4,"Python, Systems Engineering",0.96,,NA
Craig Frazier,28,Engineering,Junior Engineer,1,"Python, CAD Design",0.99,,NA
Cheryl Sanchez,45,Operations,Operations Manager,11,"Data Analysis, Project Management, Risk Management, Process Improvement, Teamwork",0.53,NA,
Kurt Sutton,25,Operations,Logistics Coordinator,2,"Process Improvement, Project Management",0.88,,NA
Douglas Vazquez,41,Operations,Operations Manager,7,"Project Management, Risk Management, Process Improvement",0.61,NA,
Christina Garner,51,Operations,Operations Manager,10,"Data Analysis, Process Improvement, Project Management, Time Management, Teamwork",0.69,NA,
Krista Hall,25,Customer Service,Customer Service Executive,2,"Communication, Conflict Resolution",0.89,,NA
Todd Ross,25,Customer Service,Customer Service Executive,0,Customer Relationship Management,0.95,,NA
Robin Turner,27,IT,IT Support,0,"Communication, Cloud Computing",0.67,,NA
Curtis Bailey,31,Customer Service,Customer Service Executive,3,"Communication, Problem Solving",0.71,,NA
Gabrielle Klein,26,IT,IT Support,0,"Communication, System Administration",0.97,,NA
Stacey Bishop,44,Operations,Operations Manager,7,"Time Management, Teamwork, Risk Management",0.93,NA,
Maurice Allen,31,Operations,Logistics Coordinator,3,"Teamwork, Time Management",0.74,,NA
Sarah Cohen,26,Customer Service,Customer Service Executive,0,Communication,0.9,,NA
Annette Watson,39,Logistics,Logistics Coordinator,4,"Communication, Inventory Management, Networking",0.54,,NA
Terry Banks,28,Customer Service,Customer Service Executive,1,Teamwork,0.53,,NA
Kimberly Mora,36,Operations,Logistics Coordinator,4,"Time Management, Project Management",0.79,,NA
Luis Wang,33,Operations,Logistics Coordinator,4,"Teamwork, Risk Management",0.51,,NA
Jason Evans,32,Engineering,Engineer,4,"Python, Systems Engineering, Electrical Engineering",0.94,,NA
Jaime Gonzales,30,Engineering,Engineer,5,"Electrical Engineering, Data Analysis",0.72,NA,
Elizabeth Kennedy,28,Customer Service,Customer Service Executive,1,Teamwork,0.85,,NA
Jason Farmer,26,Customer Service,Customer Service Executive,1,"Teamwork, Conflict Resolution",0.63,,NA
Jessica Francis,46,Engineering,Senior Engineer,7,"Data Analysis, Python, Electrical Engineering",0.55,NA,
Tiffany Patton,30,Logistics,Logistics Coordinator,4,"Warehouse Management, Networking",0.93,,NA
Jennifer Cohen,54,Operations,Operations Manager,11,"Process Improvement, Time Management, Project Management, Data Analysis, Teamwork",0.72,NA,
Jessica Daniel,28,Customer Service,Customer Service Executive,2,Teamwork,0.97,,NA
John Bass,32,Operations,Operations Manager,7,"Project Management, Teamwork, Risk Management",0.83,NA,
Ashley Romero,25,Operations,Logistics Coordinator,1,Risk Management,0.83,,NA
Brandon Morrison,27,Operations,Logistics Coordinator,2,Data Analysis,0.89,,NA
Alyssa Garza,26,IT,IT Support,2,Java,0.87,,NA
Amber Diaz,49,Operations,Operations Manager,8,"Project Management, Process Improvement, Risk Management",0.86,NA,
Jason Mullen,30,Logistics,Logistics Coordinator,4,"Data Analysis, Warehouse Management, Supply Chain Management",0.99,,NA
Aaron Patterson,46,Engineering,Senior Engineer,6,"Systems Engineering, CAD Design",0.74,NA,
Susan Jones,37,Operations,Operations Manager,7,"Time Management, Risk Management, Process Improvement, Teamwork",0.51,NA,
Terry White,26,Customer Service,Customer Service Executive,0,"Conflict Resolution, Problem Solving",0.7,,NA
Rose Griffith,34,Operations,Operations Manager,7,"Teamwork, Process Improvement, Project Management",0.84,NA,
James Henson,27,Engineering,Junior Engineer,0,"Machine Learning, Systems Engineering",0.57,,NA
Brandon Bond,28,Logistics,Logistics Coordinator,1,"Supply Chain Management, Communication",0.85,,NA
Jennifer Brown,31,Customer Service,Customer Service Executive,3,"Conflict Resolution, Problem Solving, Communication",0.51,,NA
Frank Carpenter,37,Logistics,Logistics Coordinator,3,"Data Analysis, Inventory Management",0.83,,NA
Cynthia Davis,33,Customer Service,Customer Service Executive,3,"Customer Relationship Management, Teamwork, Communication",0.6,,NA
David Garcia Jr.,35,Customer Service,Customer Service Executive,3,"Problem Solving, Conflict Resolution",0.57,,NA
Rachel Ballard,30,Engineering,Engineer,4,"Java, CAD Design, Machine Learning",0.8,,NA
Jennifer Jimenez,36,Logistics,Logistics Coordinator,4,"Communication, Supply Chain Management, Data Analysis",0.53,,NA
Linda Mason,25,Engineering,Junior Engineer,1,"CAD Design, Electrical Engineering",0.99,,NA
Richard Thomas,26,Logistics,Logistics Coordinator,1,Inventory Management,0.87,,NA
Christopher Schroeder,35,Engineering,Engineer,4,"Systems Engineering, Python, Java",0.91,,NA
Marilyn Watson,31,Logistics,Logistics Coordinator,3,"Inventory Management, Warehouse Management",0.53,,NA
Caitlyn Gibson,29,Operations,Logistics Coordinator,1,Time Management,0.86,,NA
Darren Davis,27,Engineering,Junior Engineer,1,"Machine Learning, Systems Engineering",0.69,,NA
Stephanie Cantu,37,Logistics,Logistics Coordinator,4,"Warehouse Management, Networking",0.57,,NA
Christopher Webb,30,Engineering,Senior Engineer,6,"Systems Engineering, CAD Design, Data Analysis",0.87,NA,
Michael Erickson Jr.,31,Operations,Operations Manager,7,"Project Management, Time Management, Data Analysis",0.62,NA,
Raymond Ayala,52,Operations,Operations Manager,11,"Project Management, Process Improvement, Risk Management, Time Management, Teamwork",0.88,NA,
Stacey Erickson,25,Customer Service,Customer Service Executive,2,"Problem Solving, Teamwork",0.84,,NA
Anthony Williamson,26,Operations,Logistics Coordinator,1,"Project Management, Process Improvement",0.71,,NA
Elizabeth Campbell,25,Customer Service,Customer Service Executive,2,"Customer Relationship Management, Communication",0.87,,NA
Jonathan Aguilar,55,Operations,Operations Manager,11,"Time Management, Risk Management, Teamwork, Project Management",0.7,NA,
Rachel Robles,26,Operations,Logistics Coordinator,1,"Time Management, Process Improvement",0.78,,NA
Juan Foster,29,IT,IT Support,2,Communication,0.92,,NA
Andrew Thompson,25,Engineering,Junior Engineer,2,"Systems Engineering, Data Analysis",0.64,,NA
Catherine Johnson,29,Logistics,Logistics Coordinator,2,"Data Analysis, Communication",0.82,,NA
Ryan Davidson,28,Engineering,Junior Engineer,1,"Electrical Engineering, Python",0.94,,NA
Lisa Gutierrez,40,Operations,Operations Manager,12,"Risk Management, Teamwork, Time Management, Data Analysis, Process Improvement",0.51,NA,
Taylor Fox,27,Engineering,Junior Engineer,2,"Machine Learning, Python",0.78,,NA
John Matthews,26,Engineering,Junior Engineer,0,Python,0.68,,NA
Joanna Foster,33,Operations,Logistics Coordinator,3,"Risk Management, Data Analysis",0.65,,NA
Kim Cisneros,25,IT,IT Support,1,"Java, Networking",0.82,,NA
Rebecca Hoffman,26,Customer Service,Customer Service Executive,0,"Customer Relationship Management, Teamwork",0.91,,NA
Kristin Ballard,47,Operations,Operations Manager,11,"Teamwork, Time Management, Process Improvement, Data Analysis",0.78,NA,
Darrell Glass,40,Engineering,Senior Engineer,9,"Python, Machine Learning, Systems Engineering",0.95,NA,
Danielle Durham,39,Engineering,Senior Engineer,7,"Java, Systems Engineering, Data Analysis",1.0,NA,
Mr. Troy Rogers III,29,IT,IT Support,0,Cybersecurity,0.52,,NA
Anthony Young,38,Engineering,Senior Engineer,7,"Electrical Engineering, Python, Machine Learning",0.56,NA,
Anna Wilkerson,32,Engineering,Engineer,5,"Electrical Engineering, Data Analysis, CAD Design",0.83,NA,
Eric Rivas,35,Engineering,Engineer,4,"Electrical Engineering, Systems Engineering",0.99,,NA
Collin Yoder,39,Operations,Logistics Coordinator,4,"Process Improvement, Data Analysis, Teamwork",0.99,,NA
Mary Haynes,38,Operations,Operations Manager,7,"Teamwork, Data Analysis, Process Improvement",0.83,NA,
